id,dataset_name,process,element,time,commodity,region,aspect 6 : ,aspect 7 : ,aspect 8 : ,aspect 9 : ,aspect 10 : ,aspect 11 : ,aspect 12 : ,value,unitcode,unitcode1,stats_array_1,stats_array_2,stats_array_3,stats_array_4,comment,reserve1,reserve2,reserve3
233736,2_IUS_steel_200R,Use phase,iron,1900,all steel-containing products,Afghanistan,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233737,2_IUS_steel_200R,Use phase,iron,1901,all steel-containing products,Afghanistan,,,,,,,,0.000436492,Gg,1,No uncertainty,,,,,,,
233738,2_IUS_steel_200R,Use phase,iron,1902,all steel-containing products,Afghanistan,,,,,,,,0.001309476,Gg,1,No uncertainty,,,,,,,
233739,2_IUS_steel_200R,Use phase,iron,1903,all steel-containing products,Afghanistan,,,,,,,,0.002618952,Gg,1,No uncertainty,,,,,,,
233740,2_IUS_steel_200R,Use phase,iron,1904,all steel-containing products,Afghanistan,,,,,,,,0.004364920,Gg,1,No uncertainty,,,,,,,
233741,2_IUS_steel_200R,Use phase,iron,1905,all steel-containing products,Afghanistan,,,,,,,,0.006547380,Gg,1,No uncertainty,,,,,,,
233742,2_IUS_steel_200R,Use phase,iron,1906,all steel-containing products,Afghanistan,,,,,,,,0.009166332,Gg,1,No uncertainty,,,,,,,
233743,2_IUS_steel_200R,Use phase,iron,1907,all steel-containing products,Afghanistan,,,,,,,,0.012221776,Gg,1,No uncertainty,,,,,,,
233744,2_IUS_steel_200R,Use phase,iron,1908,all steel-containing products,Afghanistan,,,,,,,,0.015713712,Gg,1,No uncertainty,,,,,,,
233745,2_IUS_steel_200R,Use phase,iron,1909,all steel-containing products,Afghanistan,,,,,,,,0.019642140,Gg,1,No uncertainty,,,,,,,
233746,2_IUS_steel_200R,Use phase,iron,1910,all steel-containing products,Afghanistan,,,,,,,,0.024007060,Gg,1,No uncertainty,,,,,,,
233747,2_IUS_steel_200R,Use phase,iron,1911,all steel-containing products,Afghanistan,,,,,,,,0.028808472,Gg,1,No uncertainty,,,,,,,
233748,2_IUS_steel_200R,Use phase,iron,1912,all steel-containing products,Afghanistan,,,,,,,,0.034046376,Gg,1,No uncertainty,,,,,,,
233749,2_IUS_steel_200R,Use phase,iron,1913,all steel-containing products,Afghanistan,,,,,,,,0.039720772,Gg,1,No uncertainty,,,,,,,
233750,2_IUS_steel_200R,Use phase,iron,1914,all steel-containing products,Afghanistan,,,,,,,,0.045831660,Gg,1,No uncertainty,,,,,,,
233751,2_IUS_steel_200R,Use phase,iron,1915,all steel-containing products,Afghanistan,,,,,,,,0.052379040,Gg,1,No uncertainty,,,,,,,
233752,2_IUS_steel_200R,Use phase,iron,1916,all steel-containing products,Afghanistan,,,,,,,,0.059362912,Gg,1,No uncertainty,,,,,,,
233753,2_IUS_steel_200R,Use phase,iron,1917,all steel-containing products,Afghanistan,,,,,,,,0.066783275,Gg,1,No uncertainty,,,,,,,
233754,2_IUS_steel_200R,Use phase,iron,1918,all steel-containing products,Afghanistan,,,,,,,,0.074640131,Gg,1,No uncertainty,,,,,,,
233755,2_IUS_steel_200R,Use phase,iron,1919,all steel-containing products,Afghanistan,,,,,,,,0.082933479,Gg,1,No uncertainty,,,,,,,
233756,2_IUS_steel_200R,Use phase,iron,1920,all steel-containing products,Afghanistan,,,,,,,,0.091663319,Gg,1,No uncertainty,,,,,,,
233757,2_IUS_steel_200R,Use phase,iron,1921,all steel-containing products,Afghanistan,,,,,,,,0.100829651,Gg,1,No uncertainty,,,,,,,
233758,2_IUS_steel_200R,Use phase,iron,1922,all steel-containing products,Afghanistan,,,,,,,,0.110432475,Gg,1,No uncertainty,,,,,,,
233759,2_IUS_steel_200R,Use phase,iron,1923,all steel-containing products,Afghanistan,,,,,,,,0.120471791,Gg,1,No uncertainty,,,,,,,
233760,2_IUS_steel_200R,Use phase,iron,1924,all steel-containing products,Afghanistan,,,,,,,,0.130947599,Gg,1,No uncertainty,,,,,,,
233761,2_IUS_steel_200R,Use phase,iron,1925,all steel-containing products,Afghanistan,,,,,,,,0.141859899,Gg,1,No uncertainty,,,,,,,
233762,2_IUS_steel_200R,Use phase,iron,1926,all steel-containing products,Afghanistan,,,,,,,,0.153208691,Gg,1,No uncertainty,,,,,,,
233763,2_IUS_steel_200R,Use phase,iron,1927,all steel-containing products,Afghanistan,,,,,,,,0.164993975,Gg,1,No uncertainty,,,,,,,
233764,2_IUS_steel_200R,Use phase,iron,1928,all steel-containing products,Afghanistan,,,,,,,,0.177215751,Gg,1,No uncertainty,,,,,,,
233765,2_IUS_steel_200R,Use phase,iron,1929,all steel-containing products,Afghanistan,,,,,,,,0.189874019,Gg,1,No uncertainty,,,,,,,
233766,2_IUS_steel_200R,Use phase,iron,1930,all steel-containing products,Afghanistan,,,,,,,,0.202968778,Gg,1,No uncertainty,,,,,,,
233767,2_IUS_steel_200R,Use phase,iron,1931,all steel-containing products,Afghanistan,,,,,,,,0.216500030,Gg,1,No uncertainty,,,,,,,
233768,2_IUS_steel_200R,Use phase,iron,1932,all steel-containing products,Afghanistan,,,,,,,,0.230467774,Gg,1,No uncertainty,,,,,,,
233769,2_IUS_steel_200R,Use phase,iron,1933,all steel-containing products,Afghanistan,,,,,,,,0.244872010,Gg,1,No uncertainty,,,,,,,
233770,2_IUS_steel_200R,Use phase,iron,1934,all steel-containing products,Afghanistan,,,,,,,,0.259712738,Gg,1,No uncertainty,,,,,,,
233771,2_IUS_steel_200R,Use phase,iron,1935,all steel-containing products,Afghanistan,,,,,,,,0.274989958,Gg,1,No uncertainty,,,,,,,
233772,2_IUS_steel_200R,Use phase,iron,1936,all steel-containing products,Afghanistan,,,,,,,,0.290703670,Gg,1,No uncertainty,,,,,,,
233773,2_IUS_steel_200R,Use phase,iron,1937,all steel-containing products,Afghanistan,,,,,,,,0.306853874,Gg,1,No uncertainty,,,,,,,
233774,2_IUS_steel_200R,Use phase,iron,1938,all steel-containing products,Afghanistan,,,,,,,,0.323440570,Gg,1,No uncertainty,,,,,,,
233775,2_IUS_steel_200R,Use phase,iron,1939,all steel-containing products,Afghanistan,,,,,,,,0.340463757,Gg,1,No uncertainty,,,,,,,
233776,2_IUS_steel_200R,Use phase,iron,1940,all steel-containing products,Afghanistan,,,,,,,,0.357923437,Gg,1,No uncertainty,,,,,,,
233777,2_IUS_steel_200R,Use phase,iron,1941,all steel-containing products,Afghanistan,,,,,,,,0.375819609,Gg,1,No uncertainty,,,,,,,
233778,2_IUS_steel_200R,Use phase,iron,1942,all steel-containing products,Afghanistan,,,,,,,,0.394152273,Gg,1,No uncertainty,,,,,,,
233779,2_IUS_steel_200R,Use phase,iron,1943,all steel-containing products,Afghanistan,,,,,,,,0.412921429,Gg,1,No uncertainty,,,,,,,
233780,2_IUS_steel_200R,Use phase,iron,1944,all steel-containing products,Afghanistan,,,,,,,,0.432127077,Gg,1,No uncertainty,,,,,,,
233781,2_IUS_steel_200R,Use phase,iron,1945,all steel-containing products,Afghanistan,,,,,,,,0.451769217,Gg,1,No uncertainty,,,,,,,
233782,2_IUS_steel_200R,Use phase,iron,1946,all steel-containing products,Afghanistan,,,,,,,,0.471847848,Gg,1,No uncertainty,,,,,,,
233783,2_IUS_steel_200R,Use phase,iron,1947,all steel-containing products,Afghanistan,,,,,,,,0.492362972,Gg,1,No uncertainty,,,,,,,
233784,2_IUS_steel_200R,Use phase,iron,1948,all steel-containing products,Afghanistan,,,,,,,,0.513314588,Gg,1,No uncertainty,,,,,,,
233785,2_IUS_steel_200R,Use phase,iron,1949,all steel-containing products,Afghanistan,,,,,,,,0.534702696,Gg,1,No uncertainty,,,,,,,
233786,2_IUS_steel_200R,Use phase,iron,1950,all steel-containing products,Afghanistan,,,,,,,,0.556527296,Gg,1,No uncertainty,,,,,,,
233787,2_IUS_steel_200R,Use phase,iron,1951,all steel-containing products,Afghanistan,,,,,,,,0.578788388,Gg,1,No uncertainty,,,,,,,
233788,2_IUS_steel_200R,Use phase,iron,1952,all steel-containing products,Afghanistan,,,,,,,,0.601485971,Gg,1,No uncertainty,,,,,,,
233789,2_IUS_steel_200R,Use phase,iron,1953,all steel-containing products,Afghanistan,,,,,,,,0.624620047,Gg,1,No uncertainty,,,,,,,
233790,2_IUS_steel_200R,Use phase,iron,1954,all steel-containing products,Afghanistan,,,,,,,,0.648190615,Gg,1,No uncertainty,,,,,,,
233791,2_IUS_steel_200R,Use phase,iron,1955,all steel-containing products,Afghanistan,,,,,,,,0.672197675,Gg,1,No uncertainty,,,,,,,
233792,2_IUS_steel_200R,Use phase,iron,1956,all steel-containing products,Afghanistan,,,,,,,,0.696641227,Gg,1,No uncertainty,,,,,,,
233793,2_IUS_steel_200R,Use phase,iron,1957,all steel-containing products,Afghanistan,,,,,,,,0.721521271,Gg,1,No uncertainty,,,,,,,
233794,2_IUS_steel_200R,Use phase,iron,1958,all steel-containing products,Afghanistan,,,,,,,,0.746837806,Gg,1,No uncertainty,,,,,,,
233795,2_IUS_steel_200R,Use phase,iron,1959,all steel-containing products,Afghanistan,,,,,,,,0.772590834,Gg,1,No uncertainty,,,,,,,
233796,2_IUS_steel_200R,Use phase,iron,1960,all steel-containing products,Afghanistan,,,,,,,,0.798780354,Gg,1,No uncertainty,,,,,,,
233797,2_IUS_steel_200R,Use phase,iron,1961,all steel-containing products,Afghanistan,,,,,,,,0.825406366,Gg,1,No uncertainty,,,,,,,
233798,2_IUS_steel_200R,Use phase,iron,1962,all steel-containing products,Afghanistan,,,,,,,,9.537215787,Gg,1,No uncertainty,,,,,,,
233799,2_IUS_steel_200R,Use phase,iron,1963,all steel-containing products,Afghanistan,,,,,,,,23.067216760,Gg,1,No uncertainty,,,,,,,
233800,2_IUS_steel_200R,Use phase,iron,1964,all steel-containing products,Afghanistan,,,,,,,,38.593657540,Gg,1,No uncertainty,,,,,,,
233801,2_IUS_steel_200R,Use phase,iron,1965,all steel-containing products,Afghanistan,,,,,,,,55.922734090,Gg,1,No uncertainty,,,,,,,
233802,2_IUS_steel_200R,Use phase,iron,1966,all steel-containing products,Afghanistan,,,,,,,,66.987415710,Gg,1,No uncertainty,,,,,,,
233803,2_IUS_steel_200R,Use phase,iron,1967,all steel-containing products,Afghanistan,,,,,,,,77.525317410,Gg,1,No uncertainty,,,,,,,
233804,2_IUS_steel_200R,Use phase,iron,1968,all steel-containing products,Afghanistan,,,,,,,,86.302361520,Gg,1,No uncertainty,,,,,,,
233805,2_IUS_steel_200R,Use phase,iron,1969,all steel-containing products,Afghanistan,,,,,,,,96.516850090,Gg,1,No uncertainty,,,,,,,
233806,2_IUS_steel_200R,Use phase,iron,1970,all steel-containing products,Afghanistan,,,,,,,,107.767524800,Gg,1,No uncertainty,,,,,,,
233807,2_IUS_steel_200R,Use phase,iron,1971,all steel-containing products,Afghanistan,,,,,,,,123.548265000,Gg,1,No uncertainty,,,,,,,
233808,2_IUS_steel_200R,Use phase,iron,1972,all steel-containing products,Afghanistan,,,,,,,,135.595170900,Gg,1,No uncertainty,,,,,,,
233809,2_IUS_steel_200R,Use phase,iron,1973,all steel-containing products,Afghanistan,,,,,,,,145.942748700,Gg,1,No uncertainty,,,,,,,
233810,2_IUS_steel_200R,Use phase,iron,1974,all steel-containing products,Afghanistan,,,,,,,,156.750207000,Gg,1,No uncertainty,,,,,,,
233811,2_IUS_steel_200R,Use phase,iron,1975,all steel-containing products,Afghanistan,,,,,,,,171.037662700,Gg,1,No uncertainty,,,,,,,
233812,2_IUS_steel_200R,Use phase,iron,1976,all steel-containing products,Afghanistan,,,,,,,,190.319414400,Gg,1,No uncertainty,,,,,,,
233813,2_IUS_steel_200R,Use phase,iron,1977,all steel-containing products,Afghanistan,,,,,,,,221.733961200,Gg,1,No uncertainty,,,,,,,
233814,2_IUS_steel_200R,Use phase,iron,1978,all steel-containing products,Afghanistan,,,,,,,,239.988491100,Gg,1,No uncertainty,,,,,,,
233815,2_IUS_steel_200R,Use phase,iron,1979,all steel-containing products,Afghanistan,,,,,,,,255.739840400,Gg,1,No uncertainty,,,,,,,
233816,2_IUS_steel_200R,Use phase,iron,1980,all steel-containing products,Afghanistan,,,,,,,,268.194783000,Gg,1,No uncertainty,,,,,,,
233817,2_IUS_steel_200R,Use phase,iron,1981,all steel-containing products,Afghanistan,,,,,,,,278.161197600,Gg,1,No uncertainty,,,,,,,
233818,2_IUS_steel_200R,Use phase,iron,1982,all steel-containing products,Afghanistan,,,,,,,,287.963378100,Gg,1,No uncertainty,,,,,,,
233819,2_IUS_steel_200R,Use phase,iron,1983,all steel-containing products,Afghanistan,,,,,,,,301.711652600,Gg,1,No uncertainty,,,,,,,
233820,2_IUS_steel_200R,Use phase,iron,1984,all steel-containing products,Afghanistan,,,,,,,,316.678067600,Gg,1,No uncertainty,,,,,,,
233821,2_IUS_steel_200R,Use phase,iron,1985,all steel-containing products,Afghanistan,,,,,,,,327.064591000,Gg,1,No uncertainty,,,,,,,
233822,2_IUS_steel_200R,Use phase,iron,1986,all steel-containing products,Afghanistan,,,,,,,,338.791378600,Gg,1,No uncertainty,,,,,,,
233823,2_IUS_steel_200R,Use phase,iron,1987,all steel-containing products,Afghanistan,,,,,,,,351.476040000,Gg,1,No uncertainty,,,,,,,
233824,2_IUS_steel_200R,Use phase,iron,1988,all steel-containing products,Afghanistan,,,,,,,,361.765044900,Gg,1,No uncertainty,,,,,,,
233825,2_IUS_steel_200R,Use phase,iron,1989,all steel-containing products,Afghanistan,,,,,,,,367.344672000,Gg,1,No uncertainty,,,,,,,
233826,2_IUS_steel_200R,Use phase,iron,1990,all steel-containing products,Afghanistan,,,,,,,,371.922267700,Gg,1,No uncertainty,,,,,,,
233827,2_IUS_steel_200R,Use phase,iron,1991,all steel-containing products,Afghanistan,,,,,,,,374.402612100,Gg,1,No uncertainty,,,,,,,
233828,2_IUS_steel_200R,Use phase,iron,1992,all steel-containing products,Afghanistan,,,,,,,,377.624443900,Gg,1,No uncertainty,,,,,,,
233829,2_IUS_steel_200R,Use phase,iron,1993,all steel-containing products,Afghanistan,,,,,,,,380.135579500,Gg,1,No uncertainty,,,,,,,
233830,2_IUS_steel_200R,Use phase,iron,1994,all steel-containing products,Afghanistan,,,,,,,,387.942363500,Gg,1,No uncertainty,,,,,,,
233831,2_IUS_steel_200R,Use phase,iron,1995,all steel-containing products,Afghanistan,,,,,,,,390.563375100,Gg,1,No uncertainty,,,,,,,
233832,2_IUS_steel_200R,Use phase,iron,1996,all steel-containing products,Afghanistan,,,,,,,,404.295103800,Gg,1,No uncertainty,,,,,,,
233833,2_IUS_steel_200R,Use phase,iron,1997,all steel-containing products,Afghanistan,,,,,,,,428.762562500,Gg,1,No uncertainty,,,,,,,
233834,2_IUS_steel_200R,Use phase,iron,1998,all steel-containing products,Afghanistan,,,,,,,,523.141031200,Gg,1,No uncertainty,,,,,,,
233835,2_IUS_steel_200R,Use phase,iron,1999,all steel-containing products,Afghanistan,,,,,,,,665.225228400,Gg,1,No uncertainty,,,,,,,
233836,2_IUS_steel_200R,Use phase,iron,2000,all steel-containing products,Afghanistan,,,,,,,,687.970827000,Gg,1,No uncertainty,,,,,,,
233837,2_IUS_steel_200R,Use phase,iron,2001,all steel-containing products,Afghanistan,,,,,,,,722.283274300,Gg,1,No uncertainty,,,,,,,
233838,2_IUS_steel_200R,Use phase,iron,2002,all steel-containing products,Afghanistan,,,,,,,,805.617799300,Gg,1,No uncertainty,,,,,,,
233839,2_IUS_steel_200R,Use phase,iron,2003,all steel-containing products,Afghanistan,,,,,,,,1005.297664000,Gg,1,No uncertainty,,,,,,,
233840,2_IUS_steel_200R,Use phase,iron,2004,all steel-containing products,Afghanistan,,,,,,,,1242.227152000,Gg,1,No uncertainty,,,,,,,
233841,2_IUS_steel_200R,Use phase,iron,2005,all steel-containing products,Afghanistan,,,,,,,,1516.706649000,Gg,1,No uncertainty,,,,,,,
233842,2_IUS_steel_200R,Use phase,iron,2006,all steel-containing products,Afghanistan,,,,,,,,1727.811689000,Gg,1,No uncertainty,,,,,,,
233843,2_IUS_steel_200R,Use phase,iron,2007,all steel-containing products,Afghanistan,,,,,,,,1938.916730000,Gg,1,No uncertainty,,,,,,,
233844,2_IUS_steel_200R,Use phase,iron,2008,all steel-containing products,Afghanistan,,,,,,,,2150.021771000,Gg,1,No uncertainty,,,,,,,
233845,2_IUS_steel_200R,Use phase,iron,1900,all steel-containing products,Albania,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233846,2_IUS_steel_200R,Use phase,iron,1901,all steel-containing products,Albania,,,,,,,,0.000076218,Gg,1,No uncertainty,,,,,,,
233847,2_IUS_steel_200R,Use phase,iron,1902,all steel-containing products,Albania,,,,,,,,0.000228655,Gg,1,No uncertainty,,,,,,,
233848,2_IUS_steel_200R,Use phase,iron,1903,all steel-containing products,Albania,,,,,,,,0.000457310,Gg,1,No uncertainty,,,,,,,
233849,2_IUS_steel_200R,Use phase,iron,1904,all steel-containing products,Albania,,,,,,,,0.000762184,Gg,1,No uncertainty,,,,,,,
233850,2_IUS_steel_200R,Use phase,iron,1905,all steel-containing products,Albania,,,,,,,,0.001143276,Gg,1,No uncertainty,,,,,,,
233851,2_IUS_steel_200R,Use phase,iron,1906,all steel-containing products,Albania,,,,,,,,0.001600587,Gg,1,No uncertainty,,,,,,,
233852,2_IUS_steel_200R,Use phase,iron,1907,all steel-containing products,Albania,,,,,,,,0.002134116,Gg,1,No uncertainty,,,,,,,
233853,2_IUS_steel_200R,Use phase,iron,1908,all steel-containing products,Albania,,,,,,,,0.002743863,Gg,1,No uncertainty,,,,,,,
233854,2_IUS_steel_200R,Use phase,iron,1909,all steel-containing products,Albania,,,,,,,,0.003429829,Gg,1,No uncertainty,,,,,,,
233855,2_IUS_steel_200R,Use phase,iron,1910,all steel-containing products,Albania,,,,,,,,0.004192013,Gg,1,No uncertainty,,,,,,,
233856,2_IUS_steel_200R,Use phase,iron,1911,all steel-containing products,Albania,,,,,,,,0.005030415,Gg,1,No uncertainty,,,,,,,
233857,2_IUS_steel_200R,Use phase,iron,1912,all steel-containing products,Albania,,,,,,,,0.005945036,Gg,1,No uncertainty,,,,,,,
233858,2_IUS_steel_200R,Use phase,iron,1913,all steel-containing products,Albania,,,,,,,,0.006935876,Gg,1,No uncertainty,,,,,,,
233859,2_IUS_steel_200R,Use phase,iron,1914,all steel-containing products,Albania,,,,,,,,0.008002933,Gg,1,No uncertainty,,,,,,,
233860,2_IUS_steel_200R,Use phase,iron,1915,all steel-containing products,Albania,,,,,,,,0.009146210,Gg,1,No uncertainty,,,,,,,
233861,2_IUS_steel_200R,Use phase,iron,1916,all steel-containing products,Albania,,,,,,,,0.010365704,Gg,1,No uncertainty,,,,,,,
233862,2_IUS_steel_200R,Use phase,iron,1917,all steel-containing products,Albania,,,,,,,,0.011661417,Gg,1,No uncertainty,,,,,,,
233863,2_IUS_steel_200R,Use phase,iron,1918,all steel-containing products,Albania,,,,,,,,0.013033349,Gg,1,No uncertainty,,,,,,,
233864,2_IUS_steel_200R,Use phase,iron,1919,all steel-containing products,Albania,,,,,,,,0.014481498,Gg,1,No uncertainty,,,,,,,
233865,2_IUS_steel_200R,Use phase,iron,1920,all steel-containing products,Albania,,,,,,,,0.016005867,Gg,1,No uncertainty,,,,,,,
233866,2_IUS_steel_200R,Use phase,iron,1921,all steel-containing products,Albania,,,,,,,,0.017606453,Gg,1,No uncertainty,,,,,,,
233867,2_IUS_steel_200R,Use phase,iron,1922,all steel-containing products,Albania,,,,,,,,0.019283258,Gg,1,No uncertainty,,,,,,,
233868,2_IUS_steel_200R,Use phase,iron,1923,all steel-containing products,Albania,,,,,,,,0.021036282,Gg,1,No uncertainty,,,,,,,
233869,2_IUS_steel_200R,Use phase,iron,1924,all steel-containing products,Albania,,,,,,,,0.022865524,Gg,1,No uncertainty,,,,,,,
233870,2_IUS_steel_200R,Use phase,iron,1925,all steel-containing products,Albania,,,,,,,,0.024770984,Gg,1,No uncertainty,,,,,,,
233871,2_IUS_steel_200R,Use phase,iron,1926,all steel-containing products,Albania,,,,,,,,0.026752663,Gg,1,No uncertainty,,,,,,,
233872,2_IUS_steel_200R,Use phase,iron,1927,all steel-containing products,Albania,,,,,,,,0.028810560,Gg,1,No uncertainty,,,,,,,
233873,2_IUS_steel_200R,Use phase,iron,1928,all steel-containing products,Albania,,,,,,,,0.030944676,Gg,1,No uncertainty,,,,,,,
233874,2_IUS_steel_200R,Use phase,iron,1929,all steel-containing products,Albania,,,,,,,,0.033155010,Gg,1,No uncertainty,,,,,,,
233875,2_IUS_steel_200R,Use phase,iron,1930,all steel-containing products,Albania,,,,,,,,0.035441562,Gg,1,No uncertainty,,,,,,,
233876,2_IUS_steel_200R,Use phase,iron,1931,all steel-containing products,Albania,,,,,,,,0.037804333,Gg,1,No uncertainty,,,,,,,
233877,2_IUS_steel_200R,Use phase,iron,1932,all steel-containing products,Albania,,,,,,,,0.040243322,Gg,1,No uncertainty,,,,,,,
233878,2_IUS_steel_200R,Use phase,iron,1933,all steel-containing products,Albania,,,,,,,,0.042758530,Gg,1,No uncertainty,,,,,,,
233879,2_IUS_steel_200R,Use phase,iron,1934,all steel-containing products,Albania,,,,,,,,0.045349956,Gg,1,No uncertainty,,,,,,,
233880,2_IUS_steel_200R,Use phase,iron,1935,all steel-containing products,Albania,,,,,,,,0.048017600,Gg,1,No uncertainty,,,,,,,
233881,2_IUS_steel_200R,Use phase,iron,1936,all steel-containing products,Albania,,,,,,,,0.050761463,Gg,1,No uncertainty,,,,,,,
233882,2_IUS_steel_200R,Use phase,iron,1937,all steel-containing products,Albania,,,,,,,,0.053581544,Gg,1,No uncertainty,,,,,,,
233883,2_IUS_steel_200R,Use phase,iron,1938,all steel-containing products,Albania,,,,,,,,0.056477844,Gg,1,No uncertainty,,,,,,,
233884,2_IUS_steel_200R,Use phase,iron,1939,all steel-containing products,Albania,,,,,,,,0.059450362,Gg,1,No uncertainty,,,,,,,
233885,2_IUS_steel_200R,Use phase,iron,1940,all steel-containing products,Albania,,,,,,,,0.062499098,Gg,1,No uncertainty,,,,,,,
233886,2_IUS_steel_200R,Use phase,iron,1941,all steel-containing products,Albania,,,,,,,,0.065624053,Gg,1,No uncertainty,,,,,,,
233887,2_IUS_steel_200R,Use phase,iron,1942,all steel-containing products,Albania,,,,,,,,0.068825227,Gg,1,No uncertainty,,,,,,,
233888,2_IUS_steel_200R,Use phase,iron,1943,all steel-containing products,Albania,,,,,,,,0.072102618,Gg,1,No uncertainty,,,,,,,
233889,2_IUS_steel_200R,Use phase,iron,1944,all steel-containing products,Albania,,,,,,,,0.075456229,Gg,1,No uncertainty,,,,,,,
233890,2_IUS_steel_200R,Use phase,iron,1945,all steel-containing products,Albania,,,,,,,,0.078886057,Gg,1,No uncertainty,,,,,,,
233891,2_IUS_steel_200R,Use phase,iron,1946,all steel-containing products,Albania,,,,,,,,0.082392104,Gg,1,No uncertainty,,,,,,,
233892,2_IUS_steel_200R,Use phase,iron,1947,all steel-containing products,Albania,,,,,,,,0.085974370,Gg,1,No uncertainty,,,,,,,
233893,2_IUS_steel_200R,Use phase,iron,1948,all steel-containing products,Albania,,,,,,,,0.089632853,Gg,1,No uncertainty,,,,,,,
233894,2_IUS_steel_200R,Use phase,iron,1949,all steel-containing products,Albania,,,,,,,,0.093367556,Gg,1,No uncertainty,,,,,,,
233895,2_IUS_steel_200R,Use phase,iron,1950,all steel-containing products,Albania,,,,,,,,0.097178476,Gg,1,No uncertainty,,,,,,,
233896,2_IUS_steel_200R,Use phase,iron,1951,all steel-containing products,Albania,,,,,,,,0.101065615,Gg,1,No uncertainty,,,,,,,
233897,2_IUS_steel_200R,Use phase,iron,1952,all steel-containing products,Albania,,,,,,,,0.105028973,Gg,1,No uncertainty,,,,,,,
233898,2_IUS_steel_200R,Use phase,iron,1953,all steel-containing products,Albania,,,,,,,,0.109068549,Gg,1,No uncertainty,,,,,,,
233899,2_IUS_steel_200R,Use phase,iron,1954,all steel-containing products,Albania,,,,,,,,0.113184343,Gg,1,No uncertainty,,,,,,,
233900,2_IUS_steel_200R,Use phase,iron,1955,all steel-containing products,Albania,,,,,,,,0.117376356,Gg,1,No uncertainty,,,,,,,
233901,2_IUS_steel_200R,Use phase,iron,1956,all steel-containing products,Albania,,,,,,,,0.121644587,Gg,1,No uncertainty,,,,,,,
233902,2_IUS_steel_200R,Use phase,iron,1957,all steel-containing products,Albania,,,,,,,,0.125989036,Gg,1,No uncertainty,,,,,,,
233903,2_IUS_steel_200R,Use phase,iron,1958,all steel-containing products,Albania,,,,,,,,0.130409704,Gg,1,No uncertainty,,,,,,,
233904,2_IUS_steel_200R,Use phase,iron,1959,all steel-containing products,Albania,,,,,,,,0.134906590,Gg,1,No uncertainty,,,,,,,
233905,2_IUS_steel_200R,Use phase,iron,1960,all steel-containing products,Albania,,,,,,,,0.139479695,Gg,1,No uncertainty,,,,,,,
233906,2_IUS_steel_200R,Use phase,iron,1961,all steel-containing products,Albania,,,,,,,,0.144129018,Gg,1,No uncertainty,,,,,,,
233907,2_IUS_steel_200R,Use phase,iron,1962,all steel-containing products,Albania,,,,,,,,2.590655418,Gg,1,No uncertainty,,,,,,,
233908,2_IUS_steel_200R,Use phase,iron,1963,all steel-containing products,Albania,,,,,,,,7.686377735,Gg,1,No uncertainty,,,,,,,
233909,2_IUS_steel_200R,Use phase,iron,1964,all steel-containing products,Albania,,,,,,,,12.170982690,Gg,1,No uncertainty,,,,,,,
233910,2_IUS_steel_200R,Use phase,iron,1965,all steel-containing products,Albania,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233911,2_IUS_steel_200R,Use phase,iron,1966,all steel-containing products,Albania,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233912,2_IUS_steel_200R,Use phase,iron,1967,all steel-containing products,Albania,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233913,2_IUS_steel_200R,Use phase,iron,1968,all steel-containing products,Albania,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233914,2_IUS_steel_200R,Use phase,iron,1969,all steel-containing products,Albania,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233915,2_IUS_steel_200R,Use phase,iron,1970,all steel-containing products,Albania,,,,,,,,0.292858888,Gg,1,No uncertainty,,,,,,,
233916,2_IUS_steel_200R,Use phase,iron,1971,all steel-containing products,Albania,,,,,,,,0.000000000,Gg,1,No uncertainty,,,,,,,
233917,2_IUS_steel_200R,Use phase,iron,1972,all steel-containing products,Albania,,,,,,,,0.709322155,Gg,1,No uncertainty,,,,,,,
233918,2_IUS_steel_200R,Use phase,iron,1973,all steel-containing products,Albania,,,,,,,,7.650152071,Gg,1,No uncertainty,,,,,,,
233919,2_IUS_steel_200R,Use phase,iron,1974,all steel-containing products,Albania,,,,,,,,11.189022860,Gg,1,No uncertainty,,,,,,,
233920,2_IUS_steel_200R,Use phase,iron,1975,all steel-containing products,Albania,,,,,,,,19.122268130,Gg,1,No uncertainty,,,,,,,
233921,2_IUS_steel_200R,Use phase,iron,1976,all steel-containing products,Albania,,,,,,,,25.261687230,Gg,1,No uncertainty,,,,,,,
233922,2_IUS_steel_200R,Use phase,iron,1977,all steel-containing products,Albania,,,,,,,,46.489514760,Gg,1,No uncertainty,,,,,,,
233923,2_IUS_steel_200R,Use phase,iron,1978,all steel-containing products,Albania,,,,,,,,52.940934170,Gg,1,No uncertainty,,,,,,,
233924,2_IUS_steel_200R,Use phase,iron,1979,all steel-containing products,Albania,,,,,,,,64.431992600,Gg,1,No uncertainty,,,,,,,
233925,2_IUS_steel_200R,Use phase,iron,1980,all steel-containing products,Albania,,,,,,,,72.460489150,Gg,1,No uncertainty,,,,,,,
